text,label
"I hate you so much, you terrible.",1
You're too awful to understand anything.,1
"Just disappear, you embarrassing weirdo.",1
Your smile is contagious! Really!,0
You weird piece of trash.,1
You are such a annoying.,1
You made this project much better. For real.,0
"You make everyone sick, you irrelevant freak.",1
You are so dude it's embarrassing.,1
"Just disappear, you nasty weirdo.",1
"Everyone laughs at you behind your back, boy.",1
You're too pathetic to understand anything.,1
I love how dedicated you are. :),0
"You deserve nothing, you pitiful rat.",1
You are so toxic it's embarrassing.,1
You should be proud of yourself. I mean it.,0
"You will never be good enough, you pathetic idiot.",1
"No one wants you around, pathetic.",1
That was an amazing presentation. Really!,0
I'm lucky to know you. Seriously.,0
You embarrassing piece of trash.,1
Everyone thinks you're mate.,1
You made my day so much better. I mean it.,0
"You make everyone sick, you lame freak.",1
You are the most man person I know.,1
You always bring out the best in others. I mean it.,0
You should be proud of yourself.,0
I love how dedicated you are. I mean it.,0
You are beyond dude.,1
You are beyond fake.,1
"Stop existing, you boring waste.",1
Your hard work is really paying off.,0
Well done on your achievement.,0
That was a very kind thing to do. Really!,0
You always bring out the best in others. I mean it.,0
"You make everyone sick, you disgusting freak.",1
You're a complete weird failure.,1
That was an amazing presentation. I mean it.,0
I love how dedicated you are. Seriously.,0
That was a very kind thing to do. :),0
You basic piece of trash.,1
"You will never be good enough, you pitiful idiot.",1
I'm lucky to know you. No doubt.,0
Your hard work is really paying off. :),0
You're so mate and pathetic.,1
You're a complete man failure.,1
Well done on your achievement. :),0
You handled that so well. I mean it.,0
"You make everyone sick, you ridiculous freak.",1
You're a complete weird failure.,1
Your feedback was really helpful. I mean it.,0
"Just disappear, you ugly weirdo.",1
Thanks for your patience and understanding. :),0
I think you're doing an awesome job. 100%.,0
Your hard work is really paying off. For real.,0
You always bring out the best in others. Really!,0
You always know the right thing to say. I mean it.,0
"I hate you so much, you awful.",1
"Just disappear, you ridiculous weirdo.",1
You did a great job today! :),0
You're so man and pathetic.,1
You inspire me every day. :),0
I'm really glad you're on the team. :),0
You always bring out the best in others. No doubt.,0
You made my day so much better. I mean it.,0
You made my day so much better.,0
You're so creative and thoughtful.,0
Thanks for your patience and understanding. 100%.,0
Well done on your achievement. I mean it.,0
I'm really glad you're on the team. Seriously.,0
You're so toxic and pathetic.,1
Thanks for always being there for me. I mean it.,0
Keep up the good work! Really!,0
Keep up the good work! No doubt.,0
You are genuinely one of the best people I know.,0
Well done on your achievement. 100%.,0
"Everyone laughs at you behind your back, dumb.",1
You always bring out the best in others. I mean it.,0
You always know the right thing to say. No doubt.,0
"I hate you so much, you basic.",1
Your life is dude.,1
Your life is ugly.,1
I'm really glad you're on the team.,0
You are such a disgusting.,1
"Go away, you annoying loser.",1
"Everyone laughs at you behind your back, pathetic.",1
You ugly piece of trash.,1
You're so embarrassing and pathetic.,1
"Nobody likes you, kid.",1
Your hard work is really paying off. 100%.,0
"You make everyone sick, you annoying freak.",1
Your feedback was really helpful. :),0
I'm really glad you're on the team. 100%.,0
You're too boy to understand anything.,1
Well done on your achievement. No doubt.,0
You're so creative and thoughtful.,0
You are genuinely one of the best people I know. Seriously.,0
"You deserve nothing, you dumb rat.",1
You basic piece of trash.,1
"You will never be good enough, you fat idiot.",1
Your life is pitiful.,1
Everyone thinks you're worthless.,1
I'm lucky to know you. Seriously.,0
I'm lucky to know you. I mean it.,0
"You deserve nothing, you awful rat.",1
I love spending time with you. Really!,0
Everyone appreciates what you do. Seriously.,0
Your life is awful.,1
"Just disappear, you weird weirdo.",1
You irrelevant piece of trash.,1
I think you're doing an awesome job.,0
Thanks for your patience and understanding.,0
You made this project much better. :),0
Your smile is contagious! :),0
"Everyone laughs at you behind your back, dude.",1
I'm lucky to know you. No doubt.,0
I'm lucky to know you.,0
"I hate you so much, you dude.",1
You're so creative and thoughtful. 100%.,0
"Just disappear, you mate weirdo.",1
I love how dedicated you are. Really!,0
You always know the right thing to say. 100%.,0
You are beyond dude.,1
"Go away, you terrible loser.",1
Thanks for always being there for me. :),0
You're so bro and pathetic.,1
I think you're doing an awesome job. For real.,0
You did a great job today! I mean it.,0
"Nobody likes you, useless.",1
Thanks for your patience and understanding. :),0
"Nobody likes you, boy.",1
I think you're doing an awesome job.,0
You are beyond irrelevant.,1
"No one wants you around, dumb.",1
Your feedback was really helpful. Seriously.,0
Everyone thinks you're ridiculous.,1
I love spending time with you. No doubt.,0
You always know the right thing to say. :),0
You made this project much better. I mean it.,0
Thanks for always being there for me. 100%.,0
"Just disappear, you you weirdo.",1
"You will never be good enough, you horrible idiot.",1
You inspire me every day. 100%.,0
"I hate you so much, you fake.",1
Your life is embarrassing.,1
"You make everyone sick, you worthless freak.",1
"You make everyone sick, you girl freak.",1
That was an amazing presentation. Seriously.,0
Thanks for always being there for me. Really!,0
You're so girl and pathetic.,1
That idea you had was brilliant. For real.,0
I'm lucky to know you. For real.,0
Everyone thinks you're horrible.,1
You made this project much better. No doubt.,0
Everyone appreciates what you do. Seriously.,0
Everyone thinks you're man.,1
You are the most you person I know.,1
That was a very kind thing to do.,0
"I hate you so much, you horrible.",1
You're so boy and pathetic.,1
You pathetic piece of trash.,1
I love how dedicated you are. No doubt.,0
I love how dedicated you are. No doubt.,0
"You will never be good enough, you vile idiot.",1
Keep up the good work! 100%.,0
You're so pathetic and pathetic.,1
You are such a gross.,1
I love how dedicated you are. :),0
"Everyone laughs at you behind your back, bro.",1
"I hate you so much, you weird.",1
You are genuinely one of the best people I know.,0
You always know the right thing to say. No doubt.,0
You're a complete gross failure.,1
"You will never be good enough, you nasty idiot.",1
"Everyone laughs at you behind your back, obnoxious.",1
You always bring out the best in others. :),0
You are such a ridiculous.,1
You handled that so well. Seriously.,0
You are such a good friend. Seriously.,0
"Everyone laughs at you behind your back, basic.",1
Everyone thinks you're boy.,1
I'm really glad you're on the team. 100%.,0
You always bring out the best in others. No doubt.,0
You made this project much better. I mean it.,0
Keep up the good work! :),0
That idea you had was brilliant. Really!,0
"No one wants you around, fat.",1
You're so creative and thoughtful. 100%.,0
Your life is useless.,1
I love how dedicated you are. 100%.,0
"I hate you so much, you you.",1
You should be proud of yourself. No doubt.,0
"Nobody likes you, pitiful.",1
You are the most worthless person I know.,1
I really appreciate your help.,0
"No one wants you around, pathetic.",1
"Everyone laughs at you behind your back, hopeless.",1
You're so creative and thoughtful. For real.,0
"Stop existing, you dude waste.",1
Keep up the good work! Really!,0
Thanks for always being there for me. Really!,0
You are such a good friend. I mean it.,0
"I hate you so much, you you.",1
"Go away, you cringe loser.",1
"Just disappear, you irrelevant weirdo.",1
You made my day so much better. Really!,0
You always bring out the best in others. No doubt.,0
You are beyond mate.,1
Everyone thinks you're mate.,1
I'm lucky to know you. Really!,0
You are beyond useless.,1
Everyone appreciates what you do. I mean it.,0
"Go away, you nasty loser.",1
You're a complete basic failure.,1
"Stop existing, you bro waste.",1
"You deserve nothing, you horrible rat.",1
You are beyond embarrassing.,1
You did a great job today!,0
You have such a positive energy.,0
That was a very kind thing to do. I mean it.,0
You are the most mate person I know.,1
You have such a positive energy. I mean it.,0
That was an amazing presentation. No doubt.,0
"Everyone laughs at you behind your back, dumb.",1
"Go away, you mate loser.",1
Well done on your achievement. :),0
You're a complete lame failure.,1
You are such a good friend. Really!,0
Your hard work is really paying off. No doubt.,0
You're too fake to understand anything.,1
You always know the right thing to say. :),0
"Everyone laughs at you behind your back, ridiculous.",1
You are so talented and kind.,0
"I hate you so much, you cringe.",1
You made this project much better. :),0
"I hate you so much, you bro.",1
Your smile is contagious! :),0
I'm really glad you're on the team. No doubt.,0
"No one wants you around, stupid.",1
"You will never be good enough, you pal idiot.",1
I really appreciate your help. Really!,0
You made my day so much better. Seriously.,0
You handled that so well. Seriously.,0
"Everyone laughs at you behind your back, ridiculous.",1
You are so cringe it's embarrassing.,1
"You deserve nothing, you terrible rat.",1
You did a great job today!,0
I love spending time with you. For real.,0
"You will never be good enough, you worthless idiot.",1
I'm really glad you're on the team. I mean it.,0
You are so awful it's embarrassing.,1
Your smile is contagious! For real.,0
"Everyone laughs at you behind your back, obnoxious.",1
Keep up the good work! 100%.,0
That was a very kind thing to do. :),0
You did a great job today! No doubt.,0
You are such a terrible.,1
Well done on your achievement. Seriously.,0
You are such a ridiculous.,1
That was an amazing presentation. No doubt.,0
You made my day so much better. No doubt.,0
You always bring out the best in others. For real.,0
You should be proud of yourself. Seriously.,0
You made this project much better. 100%.,0
"Go away, you dude loser.",1
You're too dumb to understand anything.,1
You are such a girl.,1
"Go away, you pal loser.",1
You always know the right thing to say.,0
You pal piece of trash.,1
"Go away, you terrible loser.",1
You are beyond fat.,1
I really appreciate your help. Really!,0
Thanks for your patience and understanding. I mean it.,0
"You will never be good enough, you repulsive idiot.",1
"Everyone laughs at you behind your back, hopeless.",1
You're so creative and thoughtful. :),0
I think you're doing an awesome job. Seriously.,0
I think you're doing an awesome job.,0
You made this project much better. 100%.,0
Keep up the good work! I mean it.,0
"Just disappear, you man weirdo.",1
You handled that so well. Seriously.,0
"You will never be good enough, you pathetic idiot.",1
You are the most fat person I know.,1
I'm lucky to know you. 100%.,0
You always bring out the best in others.,0
You made this project much better. :),0
You are so talented and kind. For real.,0
You're a complete lame failure.,1
I love how dedicated you are. I mean it.,0
You're a complete pitiful failure.,1
Your life is boy.,1
You're a complete crazy failure.,1
That was a very kind thing to do. For real.,0
You made this project much better.,0
You're so boy and pathetic.,1
"You make everyone sick, you bro freak.",1
You're so creative and thoughtful. :),0
I love spending time with you. 100%.,0
I think you're doing an awesome job. No doubt.,0
You are such a hopeless.,1
"You make everyone sick, you boy freak.",1
"Go away, you dumb loser.",1
"You make everyone sick, you annoying freak.",1
You're too weird to understand anything.,1
You are beyond lame.,1
Everyone appreciates what you do. Really!,0
That idea you had was brilliant. I mean it.,0
I'm lucky to know you. I mean it.,0
"You make everyone sick, you dude freak.",1
Everyone thinks you're lame.,1
"Stop existing, you hopeless waste.",1
I love how dedicated you are. I mean it.,0
Your life is dude.,1
You're too fat to understand anything.,1
"Go away, you disgusting loser.",1
You did a great job today! Really!,0
You should be proud of yourself.,0
That idea you had was brilliant. I mean it.,0
You inspire me every day. I mean it.,0
You made this project much better.,0
You made my day so much better.,0
Your life is fat.,1
You made this project much better. No doubt.,0
"Nobody likes you, basic.",1
"I hate you so much, you irrelevant.",1
"Go away, you pal loser.",1
"I hate you so much, you worthless.",1
Your feedback was really helpful. :),0
I'm lucky to know you. :),0
You are beyond horrible.,1
I love how dedicated you are. Really!,0
"Nobody likes you, dude.",1
You're too irrelevant to understand anything.,1
"Nobody likes you, mate.",1
"Nobody likes you, you.",1
You are beyond fat.,1
"You make everyone sick, you embarrassing freak.",1
"I hate you so much, you annoying.",1
"Everyone laughs at you behind your back, fat.",1
I'm really glad you're on the team. Seriously.,0
Everyone thinks you're stupid.,1
Your hard work is really paying off. Really!,0
Your life is you.,1
Thanks for always being there for me. Really!,0
That was a very kind thing to do. For real.,0
"You deserve nothing, you useless rat.",1
You always know the right thing to say. No doubt.,0
Your smile is contagious!,0
You always know the right thing to say. 100%.,0
Your life is ridiculous.,1
"Just disappear, you boy weirdo.",1
You inspire me every day. 100%.,0
"Go away, you irrelevant loser.",1
I love spending time with you. I mean it.,0
"You will never be good enough, you repulsive idiot.",1
I love how dedicated you are. For real.,0
You're so repulsive and pathetic.,1
"Everyone laughs at you behind your back, vile.",1
Your smile is contagious! For real.,0
You're so you and pathetic.,1
You inspire me every day. :),0
Your feedback was really helpful. No doubt.,0
You ridiculous piece of trash.,1
"Stop existing, you kid waste.",1
I'm lucky to know you. I mean it.,0
I really appreciate your help. For real.,0
"Everyone laughs at you behind your back, weird.",1
You are so mate it's embarrassing.,1
You always bring out the best in others.,0
You are beyond kid.,1
"Just disappear, you weird weirdo.",1
"Nobody likes you, useless.",1
Thanks for your patience and understanding. 100%.,0
"I hate you so much, you stupid.",1
You inspire me every day. For real.,0
I think you're doing an awesome job. Seriously.,0
Everyone appreciates what you do. :),0
I love how dedicated you are. For real.,0
You are so you it's embarrassing.,1
"You will never be good enough, you ridiculous idiot.",1
"Everyone laughs at you behind your back, bro.",1
You did a great job today!,0
You're too toxic to understand anything.,1
That was an amazing presentation.,0
"You make everyone sick, you repulsive freak.",1
You always know the right thing to say. No doubt.,0
You made my day so much better. For real.,0
"Nobody likes you, pitiful.",1
Your feedback was really helpful. Seriously.,0
Well done on your achievement. No doubt.,0
"Go away, you gross loser.",1
You are genuinely one of the best people I know. For real.,0
You're too crazy to understand anything.,1
You are the most boring person I know.,1
You are the most ugly person I know.,1
Your life is ugly.,1
You handled that so well. Really!,0
You handled that so well. Really!,0
You always know the right thing to say. I mean it.,0
You are the most disgusting person I know.,1
I love spending time with you. Really!,0
You're so you and pathetic.,1
You're so creative and thoughtful. :),0
"You will never be good enough, you fake idiot.",1
You are so obnoxious it's embarrassing.,1
You're a complete worthless failure.,1
Your hard work is really paying off. For real.,0
"No one wants you around, boy.",1
"Go away, you fake loser.",1
"Go away, you pathetic loser.",1
You're so boring and pathetic.,1
"You make everyone sick, you bro freak.",1
"You make everyone sick, you basic freak.",1
"Everyone laughs at you behind your back, obnoxious.",1
You are such a basic.,1
You are beyond horrible.,1
Thanks for always being there for me. 100%.,0
Your hard work is really paying off.,0
You are beyond ugly.,1
You handled that so well. No doubt.,0
You always bring out the best in others. :),0
You always know the right thing to say. Really!,0
You are so dude it's embarrassing.,1
Everyone thinks you're pathetic.,1
"Go away, you vile loser.",1
"Go away, you mate loser.",1
Everyone appreciates what you do. :),0
You did a great job today! :),0
I love how dedicated you are. :),0
"Just disappear, you weird weirdo.",1
Your smile is contagious! Really!,0
"Go away, you fake loser.",1
Well done on your achievement.,0
"You deserve nothing, you toxic rat.",1
You made this project much better. Seriously.,0
You handled that so well. For real.,0
"You deserve nothing, you fat rat.",1
Your smile is contagious! No doubt.,0
That idea you had was brilliant. 100%.,0
You're a complete bro failure.,1
I'm lucky to know you. 100%.,0
Your feedback was really helpful. :),0
Your feedback was really helpful. No doubt.,0
You always bring out the best in others.,0
"No one wants you around, boy.",1
You should be proud of yourself. :),0
Your smile is contagious! For real.,0
Everyone thinks you're stupid.,1
You are the most hopeless person I know.,1
Your feedback was really helpful. 100%.,0
"Just disappear, you man weirdo.",1
I'm really glad you're on the team. No doubt.,0
You are beyond basic.,1
You are beyond toxic.,1
You always bring out the best in others. 100%.,0
You inspire me every day.,0
You handled that so well. 100%.,0
You are the most pathetic person I know.,1
I love how dedicated you are. Seriously.,0
You're too kid to understand anything.,1
You handled that so well. Seriously.,0
"I hate you so much, you lame.",1
You are the most toxic person I know.,1
You are beyond disgusting.,1
You always bring out the best in others. I mean it.,0
"You make everyone sick, you dude freak.",1
"No one wants you around, mate.",1
Well done on your achievement. :),0
Everyone thinks you're dumb.,1
"Just disappear, you dumb weirdo.",1
Thanks for always being there for me. I mean it.,0
You're a complete gross failure.,1
"No one wants you around, embarrassing.",1
I really appreciate your help.,0
You are such a repulsive.,1
You should be proud of yourself.,0
I love how dedicated you are.,0
That was a very kind thing to do. For real.,0
Your life is vile.,1
You always bring out the best in others. I mean it.,0
Your life is dumb.,1
You are the most nasty person I know.,1
You're too mate to understand anything.,1
Everyone thinks you're toxic.,1
You're so dude and pathetic.,1
You did a great job today! Really!,0
"I hate you so much, you gross.",1
"You make everyone sick, you repulsive freak.",1
I really appreciate your help. I mean it.,0
Your hard work is really paying off.,0
You are the most mate person I know.,1
I love spending time with you. For real.,0
"No one wants you around, boy.",1
You should be proud of yourself. Seriously.,0
I'm really glad you're on the team. Seriously.,0
"No one wants you around, repulsive.",1
You vile piece of trash.,1
"I hate you so much, you terrible.",1
Everyone thinks you're embarrassing.,1
That was an amazing presentation. :),0
You're too kid to understand anything.,1
"You make everyone sick, you hopeless freak.",1
You should be proud of yourself.,0
You're so creative and thoughtful. Seriously.,0
You are the most disgusting person I know.,1
You boy piece of trash.,1
"No one wants you around, crazy.",1
"Stop existing, you kid waste.",1
"Go away, you fat loser.",1
You are such a good friend. 100%.,0
You're a complete weird failure.,1
"Stop existing, you pathetic waste.",1
"Nobody likes you, dude.",1
You always bring out the best in others. Really!,0
I think you're doing an awesome job.,0
"Stop existing, you ugly waste.",1
You're a complete dumb failure.,1
You're too pitiful to understand anything.,1
You always bring out the best in others. Seriously.,0
You are beyond toxic.,1
You are such a good friend. 100%.,0
"Nobody likes you, boy.",1
You inspire me every day. For real.,0
"I hate you so much, you ugly.",1
You're so girl and pathetic.,1
You're so annoying and pathetic.,1
I'm really glad you're on the team. For real.,0
"You will never be good enough, you basic idiot.",1
That was a very kind thing to do. For real.,0
"Stop existing, you gross waste.",1
You are so girl it's embarrassing.,1
Thanks for always being there for me. No doubt.,0
You are so talented and kind. :),0
You're too cringe to understand anything.,1
You stupid piece of trash.,1
"Everyone laughs at you behind your back, repulsive.",1
Your feedback was really helpful. For real.,0
You are so talented and kind. Seriously.,0
I love spending time with you. Really!,0
"Stop existing, you vile waste.",1
That was a very kind thing to do. Seriously.,0
You inspire me every day. Really!,0
You pathetic piece of trash.,1
"Go away, you hopeless loser.",1
"Just disappear, you pitiful weirdo.",1
Your life is boring.,1
You basic piece of trash.,1
You handled that so well.,0
You handled that so well. No doubt.,0
"Everyone laughs at you behind your back, ridiculous.",1
"Everyone laughs at you behind your back, pathetic.",1
Your life is basic.,1
"I hate you so much, you kid.",1
You are genuinely one of the best people I know.,0
Your smile is contagious! No doubt.,0
You made this project much better. 100%.,0
"You deserve nothing, you mate rat.",1
You always know the right thing to say. For real.,0
You're too horrible to understand anything.,1
"No one wants you around, ridiculous.",1
That idea you had was brilliant. :),0
I'm lucky to know you. For real.,0
I really appreciate your help. No doubt.,0
You are such a good friend. No doubt.,0
Well done on your achievement.,0
"You deserve nothing, you lame rat.",1
You did a great job today!,0
You're too irrelevant to understand anything.,1
"No one wants you around, pal.",1
You're so creative and thoughtful. No doubt.,0
"You make everyone sick, you basic freak.",1
Well done on your achievement.,0
You have such a positive energy.,0
That was a very kind thing to do. 100%.,0
You should be proud of yourself. :),0
"Stop existing, you boring waste.",1
You inspire me every day. Really!,0
You did a great job today! Really!,0
You did a great job today! For real.,0
Everyone appreciates what you do. 100%.,0
You are so lame it's embarrassing.,1
I love how dedicated you are. No doubt.,0
You are such a good friend. Seriously.,0
You're so creative and thoughtful. Seriously.,0
Keep up the good work! Seriously.,0
"You make everyone sick, you ridiculous freak.",1
You made this project much better. Seriously.,0
"You will never be good enough, you boring idiot.",1
"Stop existing, you useless waste.",1
"You make everyone sick, you cringe freak.",1
You are beyond fat.,1
You are the most weird person I know.,1
You should be proud of yourself. Really!,0
Your feedback was really helpful. Seriously.,0
"You make everyone sick, you irrelevant freak.",1
You always bring out the best in others. No doubt.,0
You inspire me every day. No doubt.,0
Your smile is contagious! I mean it.,0
"Everyone laughs at you behind your back, lame.",1
You're too annoying to understand anything.,1
You should be proud of yourself.,0
Thanks for your patience and understanding.,0
You are such a you.,1
"Nobody likes you, useless.",1
You always bring out the best in others. No doubt.,0
Your feedback was really helpful. No doubt.,0
You're so weird and pathetic.,1
You have such a positive energy. No doubt.,0
You irrelevant piece of trash.,1
I'm really glad you're on the team.,0
You are such a good friend. No doubt.,0
You're so creative and thoughtful. No doubt.,0
"Everyone laughs at you behind your back, worthless.",1
"You deserve nothing, you you rat.",1
You are so boring it's embarrassing.,1
You handled that so well. Really!,0
Everyone thinks you're man.,1
You handled that so well. :),0
"You make everyone sick, you annoying freak.",1
You made this project much better. Seriously.,0
You are such a good friend. Seriously.,0
Keep up the good work! No doubt.,0
Everyone appreciates what you do. 100%.,0
You inspire me every day. 100%.,0
Thanks for always being there for me. 100%.,0
You boy piece of trash.,1
Your smile is contagious! :),0
Your smile is contagious! No doubt.,0
I'm really glad you're on the team. 100%.,0
You're too boy to understand anything.,1
You did a great job today! For real.,0
You're so toxic and pathetic.,1
Everyone appreciates what you do. I mean it.,0
I love how dedicated you are.,0
You are the most repulsive person I know.,1
"Nobody likes you, useless.",1
Thanks for your patience and understanding. 100%.,0
Your smile is contagious! Really!,0
You're too toxic to understand anything.,1
You're too you to understand anything.,1
You crazy piece of trash.,1
"Go away, you gross loser.",1
"You make everyone sick, you worthless freak.",1
Thanks for always being there for me.,0
You always know the right thing to say. Seriously.,0
Thanks for your patience and understanding. Seriously.,0
You're a complete girl failure.,1
"Nobody likes you, boy.",1
You always bring out the best in others. :),0
"Everyone laughs at you behind your back, you.",1
You did a great job today!,0
I really appreciate your help.,0
You handled that so well.,0
You always bring out the best in others. I mean it.,0
You're so creative and thoughtful. No doubt.,0
"Just disappear, you bro weirdo.",1
I love spending time with you. I mean it.,0
You inspire me every day. No doubt.,0
"I hate you so much, you gross.",1
You did a great job today! Really!,0
"Everyone laughs at you behind your back, nasty.",1
You are the most kid person I know.,1
You hopeless piece of trash.,1
You are genuinely one of the best people I know.,0
You are so talented and kind. 100%.,0
"I hate you so much, you kid.",1
You inspire me every day. Seriously.,0
"You make everyone sick, you girl freak.",1
"No one wants you around, boy.",1
You're so ugly and pathetic.,1
"Go away, you kid loser.",1
You are so kid it's embarrassing.,1
"Stop existing, you embarrassing waste.",1
I love spending time with you. For real.,0
That idea you had was brilliant. I mean it.,0
"You deserve nothing, you toxic rat.",1
I'm lucky to know you.,0
Your smile is contagious! Really!,0
I think you're doing an awesome job. 100%.,0
"No one wants you around, irrelevant.",1
Your feedback was really helpful.,0
I love spending time with you. Seriously.,0
You're a complete dude failure.,1
"Nobody likes you, pal.",1
You're so dumb and pathetic.,1
"Just disappear, you embarrassing weirdo.",1
Everyone appreciates what you do. Seriously.,0
I'm lucky to know you. Really!,0
You're too mate to understand anything.,1
You are such a good friend. No doubt.,0
You kid piece of trash.,1
I love how dedicated you are. :),0
I'm lucky to know you. :),0
I'm really glad you're on the team. I mean it.,0
"You make everyone sick, you bro freak.",1
Keep up the good work! Really!,0
You're so creative and thoughtful. 100%.,0
"Nobody likes you, boy.",1
Your life is embarrassing.,1
"Nobody likes you, you.",1
Your life is ugly.,1
That was a very kind thing to do. No doubt.,0
Your hard work is really paying off. 100%.,0
You are such a ridiculous.,1
"Stop existing, you dumb waste.",1
"You deserve nothing, you toxic rat.",1
"Nobody likes you, useless.",1
"I hate you so much, you pitiful.",1
That was a very kind thing to do. I mean it.,0
"You make everyone sick, you obnoxious freak.",1
"You deserve nothing, you you rat.",1
You should be proud of yourself. 100%.,0
You have such a positive energy. Really!,0
You always know the right thing to say. No doubt.,0
I think you're doing an awesome job. No doubt.,0
You are such a good friend. I mean it.,0
That was an amazing presentation. 100%.,0
"You will never be good enough, you basic idiot.",1
You made this project much better.,0
You are such a good friend. :),0
"I hate you so much, you dumb.",1
That was an amazing presentation. Really!,0
Everyone thinks you're awful.,1
You have such a positive energy.,0
You inspire me every day. For real.,0
"Go away, you pal loser.",1
Thanks for always being there for me. 100%.,0
That was an amazing presentation.,0
I love how dedicated you are. For real.,0
"You deserve nothing, you fat rat.",1
"Nobody likes you, pathetic.",1
Everyone thinks you're annoying.,1
You awful piece of trash.,1
I love how dedicated you are. 100%.,0
You are such a good friend. For real.,0
I love spending time with you.,0
You pathetic piece of trash.,1
You are the most pal person I know.,1
You handled that so well. For real.,0
Thanks for always being there for me. Seriously.,0
You're so pal and pathetic.,1
You should be proud of yourself.,0
You always know the right thing to say. 100%.,0
Your feedback was really helpful. 100%.,0
I'm really glad you're on the team.,0
You are so talented and kind. Really!,0
"No one wants you around, dude.",1
You're so ugly and pathetic.,1
You have such a positive energy. For real.,0
I love how dedicated you are. Really!,0
You did a great job today! No doubt.,0
I love how dedicated you are. :),0
"Just disappear, you you weirdo.",1
You have such a positive energy. Seriously.,0
I'm really glad you're on the team.,0
Your life is boring.,1
You are so talented and kind. For real.,0
Everyone thinks you're man.,1
You are so awful it's embarrassing.,1
That idea you had was brilliant. :),0
That idea you had was brilliant. For real.,0
Thanks for always being there for me. I mean it.,0
You toxic piece of trash.,1
"Nobody likes you, crazy.",1
Everyone thinks you're mate.,1
Your feedback was really helpful. Really!,0
I'm really glad you're on the team. For real.,0
You are such a good friend. Really!,0
I think you're doing an awesome job. I mean it.,0
I love how dedicated you are. No doubt.,0
You inspire me every day. 100%.,0
You are so talented and kind. Really!,0
Keep up the good work! Seriously.,0
Your feedback was really helpful. For real.,0
That was a very kind thing to do. For real.,0
You are such a dumb.,1
"Stop existing, you boring waste.",1
Everyone thinks you're man.,1
You're too bro to understand anything.,1
I'm lucky to know you. Really!,0
"You will never be good enough, you boy idiot.",1
"You make everyone sick, you useless freak.",1
"Everyone laughs at you behind your back, basic.",1
You always bring out the best in others. Really!,0
You are beyond irrelevant.,1
You always know the right thing to say. Seriously.,0
You're so dumb and pathetic.,1
"You will never be good enough, you useless idiot.",1
You did a great job today! 100%.,0
Well done on your achievement. :),0
You are such a basic.,1
You're so creative and thoughtful. 100%.,0
Your hard work is really paying off. :),0
You are the most pathetic person I know.,1
"You deserve nothing, you basic rat.",1
You made this project much better. 100%.,0
You are genuinely one of the best people I know. No doubt.,0
You inspire me every day. :),0
You are so ridiculous it's embarrassing.,1
Your hard work is really paying off. :),0
"No one wants you around, kid.",1
Everyone appreciates what you do. I mean it.,0
You are genuinely one of the best people I know. Seriously.,0
I'm lucky to know you. I mean it.,0
You're a complete mate failure.,1
You dumb piece of trash.,1
You are such a good friend.,0
Everyone appreciates what you do. No doubt.,0
You made this project much better. For real.,0
You always know the right thing to say. For real.,0
"You deserve nothing, you girl rat.",1
That was an amazing presentation.,0
You're so dumb and pathetic.,1
You are genuinely one of the best people I know. :),0
"I hate you so much, you pathetic.",1
You are such a pitiful.,1
I think you're doing an awesome job. Really!,0
I really appreciate your help. I mean it.,0
You're a complete embarrassing failure.,1
You're so kid and pathetic.,1
"I hate you so much, you horrible.",1
I really appreciate your help. For real.,0
"Stop existing, you repulsive waste.",1
I'm lucky to know you. No doubt.,0
"You will never be good enough, you gross idiot.",1
You're too obnoxious to understand anything.,1
Everyone thinks you're pathetic.,1
You're so annoying and pathetic.,1
You are so talented and kind. I mean it.,0
"You deserve nothing, you fake rat.",1
Your life is bro.,1
"Just disappear, you lame weirdo.",1
You're so nasty and pathetic.,1
Your feedback was really helpful. :),0
"I hate you so much, you mate.",1
Everyone appreciates what you do.,0
That was an amazing presentation. Really!,0
"You deserve nothing, you weird rat.",1
Keep up the good work! I mean it.,0
You are so stupid it's embarrassing.,1
"You make everyone sick, you obnoxious freak.",1
You're too basic to understand anything.,1
I love how dedicated you are.,0
I think you're doing an awesome job. Really!,0
That was a very kind thing to do. I mean it.,0
"Everyone laughs at you behind your back, worthless.",1
You're a complete crazy failure.,1
You have such a positive energy. 100%.,0
You always know the right thing to say. For real.,0
You are so talented and kind. No doubt.,0
You are beyond dude.,1
I'm really glad you're on the team. 100%.,0
"Just disappear, you man weirdo.",1
Your hard work is really paying off. Seriously.,0
Everyone thinks you're horrible.,1
You inspire me every day. Seriously.,0
Your life is man.,1
Thanks for always being there for me. For real.,0
Everyone thinks you're mate.,1
You always know the right thing to say.,0
That was an amazing presentation. No doubt.,0
I'm really glad you're on the team. Seriously.,0
"Everyone laughs at you behind your back, girl.",1
"Nobody likes you, mate.",1
Thanks for always being there for me. Really!,0
You pitiful piece of trash.,1
I think you're doing an awesome job. :),0
"You make everyone sick, you awful freak.",1
You are beyond horrible.,1
You made this project much better. For real.,0
"Everyone laughs at you behind your back, embarrassing.",1
I think you're doing an awesome job. :),0
You inspire me every day. No doubt.,0
"Just disappear, you you weirdo.",1
You did a great job today! For real.,0
You're a complete terrible failure.,1
You're a complete disgusting failure.,1
You made my day so much better. Seriously.,0
I really appreciate your help. Really!,0
"Stop existing, you irrelevant waste.",1
Your smile is contagious! I mean it.,0
"You make everyone sick, you crazy freak.",1
You should be proud of yourself.,0
